  10.000   1.4511   0.01629  -0.01785  -0.0523   0.0020   1.0000  97.6493 200.0000
  10.300   1.4747   0.01737  -0.01970  -0.0498   0.0015   1.0000  98.1932 200.0000
  10.600   1.4963   0.01853  -0.02159  -0.0471   0.0013   1.0000  98.5088 200.0000
  10.900   1.5142   0.01987  -0.02332  -0.0439   0.0011   1.0000  98.7004 200.0000
  11.200   1.5240   0.02133  -0.02463  -0.0395   0.0010   1.0000  98.8153 200.0000
  11.500   1.5257   0.02300  -0.02535  -0.0342   0.0010   1.0000  98.8888 200.0000
  11.800   1.5227   0.02508  -0.02544  -0.0291   0.0010   1.0000  98.9430 200.0000
  12.100   1.5146   0.02768  -0.02469  -0.0245   0.0009   1.0000  98.9841 200.0000
  12.400   1.5034   0.03086  -0.02314  -0.0209   0.0009   1.0000  99.0099 200.0000
  12.700   1.4898   0.03472  -0.02071  -0.0186   0.0009   1.0000  99.0268 200.0000
  13.000   1.4737   0.03947  -0.01713  -0.0178   0.0009   1.0000  99.0425 200.0000
  13.300   1.4553   0.04522  -0.01225  -0.0187   0.0009   1.0000  99.0573 200.0000
  13.600   1.4353   0.05204  -0.00598  -0.0213   0.0009   1.0000  99.0711 200.0000
  13.900   1.4138   0.05992   0.00170  -0.0252   0.0009   1.0000  99.0839 200.0000
