  
       XFOIL         Version 6.99
  
 Calculated polar for: S9000 (9%)                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.300     Re =     5.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
   1.600   0.5459   0.00496  -0.00030  -0.0767   0.3147   0.7011  62.2548 172.8493
   1.900   0.5809   0.00508  -0.00030  -0.0766   0.2917   0.7277  64.2926 175.1499
   2.200   0.6160   0.00520  -0.00032  -0.0764   0.2708   0.7518  66.1469 177.2436
   2.500   0.6511   0.00533  -0.00036  -0.0763   0.2526   0.7685  67.7698 178.6969
   2.800   0.6863   0.00546  -0.00042  -0.0761   0.2352   0.7852  69.3191 180.1489
   3.100   0.7210   0.00564  -0.00048  -0.0759   0.2122   0.8042  71.3856 181.7985
   3.400   0.7555   0.00585  -0.00055  -0.0756   0.1876   0.8209  73.5963 183.2589
   3.700   0.7900   0.00604  -0.00065  -0.0753   0.1665   0.8392  75.5238 184.8547
   4.000   0.8246   0.00623  -0.00079  -0.0749   0.1496   0.8562  77.0788 186.3488
   4.300   0.8591   0.00639  -0.00097  -0.0746   0.1361   0.8773  78.3261 188.1991
   4.600   0.8932   0.00658  -0.00118  -0.0741   0.1217   0.9002  79.6671 190.2098
   4.900   0.9262   0.00677  -0.00143  -0.0733   0.1066   0.9279  81.0997 192.6725
   5.200   0.9561   0.00689  -0.00175  -0.0718   0.0936   0.9886  82.3682 198.3667
   5.500   0.9911   0.00718  -0.00211  -0.0715   0.0799   1.0000  83.7236 200.0000
   5.800   1.0255   0.00749  -0.00254  -0.0710   0.0664   1.0000  85.0872 200.0000
   6.100   1.0594   0.00784  -0.00302  -0.0704   0.0530   1.0000  86.5179 200.0000
   6.400   1.0931   0.00822  -0.00357  -0.0697   0.0407   1.0000  87.9236 200.0000
   6.700   1.1272   0.00854  -0.00425  -0.0691   0.0345   1.0000  88.6967 200.0000
   7.000   1.1614   0.00886  -0.00506  -0.0685   0.0292   1.0000  89.4157 200.0000
   7.300   1.1954   0.00921  -0.00596  -0.0677   0.0240   1.0000  90.1789 200.0000
   7.600   1.2280   0.00970  -0.00688  -0.0668   0.0160   1.0000  91.6617 200.0000
   7.900   1.2602   0.01022  -0.00790  -0.0657   0.0099   1.0000  93.2621 200.0000
   8.200   1.2927   0.01072  -0.00910  -0.0647   0.0068   1.0000  94.4425 200.0000
   8.500   1.3253   0.01119  -0.01050  -0.0636   0.0052   1.0000  95.2366 200.0000
   8.800   1.3574   0.01170  -0.01205  -0.0624   0.0040   1.0000  95.9989 200.0000
   9.100   1.3896   0.01220  -0.01383  -0.0612   0.0031   1.0000  96.6223 200.0000
   9.400   1.4208   0.01278  -0.01573  -0.0599   0.0020   1.0000  97.6417 200.0000
   9.700   1.4505   0.01348  -0.01772  -0.0582   0.0010   1.0000  98.8798 200.0000
  10.000   1.4800   0.01418  -0.01998  -0.0565   0.0007   1.0000  99.3767 200.0000
  10.300   1.5083   0.01496  -0.02239  -0.0546   0.0006   1.0000  99.6437 200.0000
  10.600   1.5347   0.01586  -0.02490  -0.0524   0.0005   1.0000  99.8152 200.0000
  10.900   1.5584   0.01693  -0.02739  -0.0498   0.0005   1.0000  99.9274 200.0000
  11.200   1.5779   0.01823  -0.02969  -0.0467   0.0004   1.0000  99.9990 200.0000
  11.500   1.5937   0.01966  -0.03185  -0.0431   0.0004   1.0000 100.0160 200.0000
  11.800   1.5983   0.02118  -0.03329  -0.0378   0.0004   1.0000 100.0238 200.0000
  12.100   1.5958   0.02296  -0.03404  -0.0320   0.0004   1.0000 100.0272 200.0000
  12.400   1.5890   0.02519  -0.03406  -0.0266   0.0004   1.0000 100.0285 200.0000
  12.700   1.5779   0.02799  -0.03317  -0.0220   0.0004   1.0000 100.0300 200.0000
  13.000   1.5632   0.03148  -0.03126  -0.0185   0.0004   1.0000 100.0328 200.0000
  13.300   1.5457   0.03580  -0.02823  -0.0166   0.0004   1.0000 100.0376 200.0000
  13.600   1.5263   0.04105  -0.02396  -0.0163   0.0004   1.0000 100.0447 200.0000
  13.900   1.5054   0.04733  -0.01839  -0.0178   0.0004   1.0000 100.0540 200.0000
