   1.900   0.5514   0.00510   0.00029  -0.0730   0.3925   0.8177  55.4002 182.9818
   2.200   0.5839   0.00528   0.00035  -0.0728   0.3619   0.8355  58.0921 184.5316
   2.500   0.6164   0.00543   0.00041  -0.0725   0.3370   0.8545  60.2820 186.2003
   2.800   0.6488   0.00558   0.00046  -0.0722   0.3129   0.8736  62.4200 187.8680
   3.100   0.6808   0.00572   0.00052  -0.0719   0.2921   0.8934  64.2619 189.6116
   3.400   0.7121   0.00587   0.00058  -0.0713   0.2715   0.9152  66.0789 191.5374
   3.700   0.7406   0.00605   0.00065  -0.0702   0.2425   0.9448  68.6641 194.1842
   4.000   0.7728   0.00625   0.00068  -0.0698   0.2137   1.0000  71.2482 200.0000
   4.300   0.8056   0.00650   0.00075  -0.0697   0.1946   1.0000  72.9704 200.0000
   4.600   0.8383   0.00673   0.00081  -0.0696   0.1769   1.0000  74.5764 200.0000
   4.900   0.8707   0.00699   0.00087  -0.0694   0.1584   1.0000  76.2619 200.0000
   5.200   0.9027   0.00730   0.00096  -0.0692   0.1391   1.0000  78.0513 200.0000
   5.500   0.9350   0.00756   0.00102  -0.0690   0.1249   1.0000  79.3654 200.0000
   5.800   0.9669   0.00786   0.00110  -0.0687   0.1094   1.0000  80.8375 200.0000
   6.100   0.9983   0.00822   0.00120  -0.0684   0.0911   1.0000  82.6108 200.0000
   6.400   1.0293   0.00860   0.00131  -0.0680   0.0741   1.0000  84.3038 200.0000
   6.700   1.0605   0.00896   0.00140  -0.0676   0.0620   1.0000  85.5535 200.0000
   7.000   1.0914   0.00934   0.00151  -0.0672   0.0505   1.0000  86.7925 200.0000
   7.300   1.1221   0.00973   0.00161  -0.0667   0.0410   1.0000  87.8895 200.0000
   7.600   1.1528   0.01011   0.00170  -0.0663   0.0344   1.0000  88.7070 200.0000
   7.900   1.1836   0.01047   0.00178  -0.0658   0.0293   1.0000  89.3979 200.0000
   8.200   1.2139   0.01086   0.00185  -0.0653   0.0244   1.0000  90.1056 200.0000
   8.500   1.2435   0.01133   0.00197  -0.0647   0.0183   1.0000  91.1732 200.0000
   8.800   1.2719   0.01191   0.00216  -0.0640   0.0121   1.0000  92.6077 200.0000
   9.100   1.3007   0.01243   0.00230  -0.0632   0.0090   1.0000  93.5845 200.0000
   9.400   1.3295   0.01293   0.00241  -0.0625   0.0072   1.0000  94.2644 200.0000
   9.700   1.3576   0.01348   0.00254  -0.0617   0.0059   1.0000  94.8831 200.0000
  10.000   1.3860   0.01396   0.00261  -0.0609   0.0052   1.0000  95.2433 200.0000
  10.300   1.4135   0.01452   0.00272  -0.0600   0.0045   1.0000  95.6892 200.0000
  10.600   1.4406   0.01510   0.00282  -0.0591   0.0038   1.0000  96.0958 200.0000
  10.900   1.4675   0.01565   0.00290  -0.0581   0.0033   1.0000  96.4983 200.0000
  11.200   1.4927   0.01633   0.00304  -0.0569   0.0026   1.0000  97.0560 200.0000
  11.500   1.5177   0.01699   0.00315  -0.0557   0.0020   1.0000  97.6560 200.0000
  11.800   1.5409   0.01778   0.00332  -0.0543   0.0014   1.0000  98.2963 200.0000
  12.100   1.5622   0.01866   0.00355  -0.0525   0.0010   1.0000  98.8213 200.0000
  12.400   1.5825   0.01956   0.00376  -0.0507   0.0009   1.0000  99.0862 200.0000
  12.700   1.6019   0.02042   0.00395  -0.0487   0.0008   1.0000  99.2265 200.0000
  13.000   1.6179   0.02134   0.00419  -0.0462   0.0007   1.0000  99.3551 200.0000
  13.300   1.6282   0.02229   0.00447  -0.0428   0.0007   1.0000  99.4624 200.0000
  13.600   1.6368   0.02337   0.00484  -0.0393   0.0006   1.0000  99.5601 200.0000
  13.900   1.6436   0.02462   0.00535  -0.0359   0.0006   1.0000  99.6540 200.0000
